pmid,pmcid,nihmsid,nctid,pub_title,authors,authors_lnames,authors_initials,authors_affil,pub_date,journal_short,journal_full,pubmed_tags,pmc_status
26912863,4849557,777513,,The phenotypic legacy of admixture between modern humans and Neandertals.,"Corinne N Simonti, Benjamin Vernot, Lisa Bastarache, Erwin Bottinger, David S Carrell, Rex L Chisholm, David R Crosslin, Scott J Hebbring, Gail P Jarvik, Iftikhar J Kullo, Rongling Li, Jyotishman Pathak, Marylyn D Ritchie, Dan M Roden, Shefali S Verma, Gerard Tromp, Jeffrey D Prato, William S Bush, Joshua M Akey, Joshua C Denny, John A Capra","Simonti, Vernot, Bastarache, Bottinger, Carrell, Chisholm, Crosslin, Hebbring, Jarvik, Kullo, Li, Pathak, Ritchie, Roden, Verma, Tromp, Prato, Bush, Akey, Denny, Capra","CN, B, L, E, DS, RL, DR, SJ, GP, IJ, R, J, MD, DM, SS, G, JD, WS, JM, JC, JA","Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN, USA., Department of Genome Sciences, University of Washington, Seattle, WA, USA., Department of Biomedical Informatics, Vanderbilt University, Nashville, TN, USA., Mount Sinai School of Medicine, New York, NY, USA., Department of Medicine (Medical Genetics), University of Washington Medical Center, Seattle, WA, USA., Center for Genetic Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA., Department of Genome Sciences, University of Washington, Seattle, WA, USA. Department of Medicine (Medical Genetics), University of Washington Medical Center, Seattle, WA, USA., Center for Human Genetics, Marshfield Clinic, Marshfield, WI, USA., Department of Genome Sciences, University of Washington, Seattle, WA, USA. Department of Medicine (Medical Genetics), University of Washington Medical Center, Seattle, WA, USA., Division of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA., Division of Genomic Medicine, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD, USA., Division of Health Sciences Research, Mayo Clinic, Rochester, MN, USA., Department of Biochemistry and Molecular Biology, The Pennsylvania State University, University Park, PA, USA. Biomedical and Translational Informatics, Geisinger Health System, Danville, PA, USA., Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN, USA. Department of Biomedical Informatics, Vanderbilt University, Nashville, TN, USA. Department of Medicine, Vanderbilt University, Nashville, TN, USA. Department of Pharmacology, Vanderbilt University, Nashville, TN, USA., Department of Biochemistry and Molecular Biology, The Pennsylvania State University, University Park, PA, USA., Weis Center for Research, Geisinger Health System, Danville, PA, USA. Division of Molecular Biology and Human Genetics, Department of Biomedical Sciences, Faculty of Health Science, Stellenbosch University, Tygerberg, South Africa., Department of Biomedical Informatics, Vanderbilt University, Nashville, TN, USA., Department of Epidemiology and Biostatistics, Case Western Reserve University, Cleveland, OH, USA., Department of Genome Sciences, University of Washington, Seattle, WA, USA., Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN, USA. Department of Biomedical Informatics, Vanderbilt University, Nashville, TN, USA. Department of Medicine, Vanderbilt University, Nashville, TN, USA., Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN, USA. Department of Biomedical Informatics, Vanderbilt University, Nashville, TN, USA. Department of Biological Sciences, Vanderbilt University, Nashville, TN, USA. Center for Quantitative Sciences, Vanderbilt University, Nashville, TN, USA.",2016-02-12,Science,"Science (New York, N.Y.)",UL1 TR000427,1
27318052,4913032,773133,,Inter-rater agreement and checklist validation for postoperative wound assessment using smartphone images in vascular surgery.,"Jason T Wiseman, Sara Fernandes-Taylor, Rebecca Gunter, Maggie L Barnes, Richard Scott Saunders, Paul J Rathouz, Dai Yamanouchi, K Craig Kent","Wiseman, Fernandes-Taylor, Gunter, Barnes, Saunders, Rathouz, Yamanouchi, Kent","JT, S, R, ML, RS, PJ, D, KC","Wisconsin Surgical Outcomes Research Program (WiSOR), Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisc., Wisconsin Surgical Outcomes Research Program (WiSOR), Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisc., Wisconsin Surgical Outcomes Research Program (WiSOR), Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisc., Wisconsin Surgical Outcomes Research Program (WiSOR), Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisc., Wisconsin Surgical Outcomes Research Program (WiSOR), Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisc., Department of Biostatistics and Medical Informatics, University of Wisconsin School of Medicine and Public Health, Madison, Wisc., Wisconsin Surgical Outcomes Research Program (WiSOR), Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisc., Wisconsin Surgical Outcomes Research Program (WiSOR), Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisc. Electronic address: kent@surgery.wisc.edu.",2016-07-01,J Vasc Surg Venous Lymphat Disord,Journal of vascular surgery. Venous and lymphatic disorders,UL1 TR000427,1
27179635,4912910,789202,,Periadventitial drug delivery for the prevention of intimal hyperplasia following open surgery.,"Mirnal A Chaudhary, Lian-Wang Guo, Xudong Shi, Guojun Chen, Shaoqin Gong, Bo Liu, K Craig Kent","Chaudhary, Guo, Shi, Chen, Gong, Liu, Kent","MA, LW, X, G, S, B, KC","Department of Surgery, Wisconsin Institute for Medical Research, University of Wisconsin, 1111 Highland Ave, Madison, WI 53705, USA., Department of Surgery, Wisconsin Institute for Medical Research, University of Wisconsin, 1111 Highland Ave, Madison, WI 53705, USA. Electronic address: guo@surgery.wisc.edu., Department of Surgery, Wisconsin Institute for Medical Research, University of Wisconsin, 1111 Highland Ave, Madison, WI 53705, USA., Department of Materials Science and Engineering, Department of Biomedical Engineering, Wisconsin Institute of Discovery, University of Wisconsin, 330 North Orchard St, Madison, WI 53715, USA., Department of Materials Science and Engineering, Department of Biomedical Engineering, Wisconsin Institute of Discovery, University of Wisconsin, 330 North Orchard St, Madison, WI 53715, USA., Department of Surgery, Wisconsin Institute for Medical Research, University of Wisconsin, 1111 Highland Ave, Madison, WI 53705, USA., Department of Surgery, Wisconsin Institute for Medical Research, University of Wisconsin, 1111 Highland Ave, Madison, WI 53705, USA; Department of Surgery, University of Wisconsin Hospital and Clinics, 600 Highland Avenue, Madison, WI 53792, USA. Electronic address: kent@surgery.wisc.edu.",2016-07-10,J Control Release,Journal of controlled release : official journal of the Controlled Release Society,UL1 TR000427,1
20080892,2832477,177995,,In vivo imaging of RNA interference.,"Hao Hong, Yin Zhang, Weibo Cai","Hong, Zhang, Cai","H, Y, W","Departments of Radiology and Medical Physics and University of Wisconsin Carbone Cancer Center, University of Wisconsin-Madison, Madison, Wisconsin 53705, USA., , ",2010-02-01,J. Nucl. Med.,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine","UL1 RR025011, UL1 RR025011-01, 1UL1RR025011",1
24490083,3892743,,,Histological quantification of angiogenesis after focal cerebral infarction: a systematic review.,"Wai Yin Leung, Matthew B Jensen","Leung, Jensen","WY, MB","Department of Neurology, University of Wisconsin, 1685 Highland Avenue No. 7273, Madison, WI 53705-2281, USA., Department of Neurology, University of Wisconsin, 1685 Highland Avenue No. 7273, Madison, WI 53705-2281, USA.",2013-01-01,ISRN Neurol,ISRN neurology,UL1 TR000427,1
25728238,4558387,694515,,Familial and individual predictors of obesity and insulin resistance in urban Hispanic children.,"M Santiago-Torres, Y Cui, A K Adams, D B Allen, A L Carrel, J Y Guo, A Delgado-Rendon, T L LaRowe, D A Schoeller","Santiago-Torres, Cui, Adams, Allen, Carrel, Guo, Delgado-Rendon, LaRowe, Schoeller","M, Y, AK, DB, AL, JY, A, TL, DA","Fred Hutchinson Cancer Research Center, Cancer Prevention Program, Division of Public Health Sciences, Seattle, WA, USA., National Center for Smart Growth Research and Education, University of Maryland, College Park, MD, USA., Department of Family Medicine, University of Wisconsin-Madison, Madison, WI, USA., Department of Pediatric, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA., Department of Pediatrics, University of Wisconsin-Madison, Madison, WI, USA., Parsons Brinckerhoff, Portland, OR, USA., Department of Preventive Medicine, University of Southern California, Los Angeles, CA, USA., Department of Preventive Cardiology, University of Wisconsin-Madison, Madison, WI, USA., Department of Nutritional Sciences, University of Wisconsin-Madison, Madison, WI, USA.",2016-02-01,Pediatr Obes,Pediatric obesity,"UL1 TR000427, 9U54TR000021",1
23404463,3745820,454550,,Is nasopharyngoscopy necessary in adult-onset otitis media with effusion?,"Phat T Dang, Samuel P Gubbels","Dang, Gubbels","PT, SP","School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin, U.S.A., ",2013-09-01,Laryngoscope,The Laryngoscope,"UL1 TR000427, UL1 RR025011, 9U54TR000021",1
22360313,3321058,360682,,Striatal hypertrophy and its cognitive effects in new-onset benign epilepsy with centrotemporal spikes.,"Jack J Lin, Jeff D Riley, David A Hsu, Carl E Stafstrom, Kevin Dabbs, Tara Becker, Michael Seidenberg, Bruce P Hermann","Lin, Riley, Hsu, Stafstrom, Dabbs, Becker, Seidenberg, Hermann","JJ, JD, DA, CE, K, T, M, BP","Department of Neurology, University of California, Irvine, California 92697, USA. linjj@uci.edu, , , , , , , ",2012-04-01,Epilepsia,Epilepsia,UL1 RR025011,1
27812274,5089208,803905,,Coupled Harmonic Bases for Longitudinal Characterization of Brain Networks.,"Seong Jae Hwang, Nagesh Adluru, Maxwell D Collins, Sathya N Ravi, Barbara B Bendlin, Sterling C Johnson, Vikas Singh","Hwang, Adluru, Collins, Ravi, Bendlin, Johnson, Singh","SJ, N, MD, SN, BB, SC, V","Dept. of Computer Sciences, University of Wisconsin - Madison., Waisman Center, University of Wisconsin - Madison., Dept. of Computer Sciences, University of Wisconsin - Madison., Dept. of Computer Sciences, University of Wisconsin - Madison., William S. Middleton VA Hospital, Madison, WI., William S. Middleton VA Hospital, Madison, WI., Dept. of Biostatistics and Med. Informatics, University of Wisconsin - Madison; Dept. of Computer Sciences, University of Wisconsin - Madison.",2016-06-01,Proc IEEE Comput Soc Conf Comput Vis Pattern Recognit,Proceedings. IEEE Computer Society Conference on Computer Vision and Pattern Recognition,"UL1 TR000427, UL1 RR025011",1
19247276,2918403,223869,,Obesity and smoking: comparing cessation treatment seekers with the general smoking population.,"Tara L LaRowe, Megan E Piper, Tanya R Schlam, Michael C Fiore, Timothy B Baker","LaRowe, Piper, Schlam, Fiore, Baker","TL, ME, TR, MC, TB","School of Medicine and Public Health, Department of Family Medicine, University of Wisconsin-Madison, Madison, Wisconsin, USA. Tara.larowe@fammed.wisc.edu, , , , ",2009-06-01,Obesity (Silver Spring),"Obesity (Silver Spring, Md.)","KL2 RR025012, 1KL2RR025012-01, KL2 RR025012-01",1
20565573,2964416,216471,,Evidence for separation of HCV subtype 1a into two distinct clades.,"B E Pickett, R Striker, E J Lefkowitz","Pickett, Striker, Lefkowitz","BE, R, EJ","Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, USA., , ",2011-09-01,J. Viral Hepat.,Journal of viral hepatitis,"UL1 RR025011-01, UL1 RR025011, 1UL1RR025011",1
26708135,4939731,,,Inside the Green House &quot;Black Box&quot;: Opportunities for High-Quality Clinical Decision Making.,"Barbara Bowers, Tonya Roberts, Kimberly Nolet, Brenda Ryther, Barbara Bowers","Bowers, Roberts, Nolet, Ryther, Bowers","B, T, K, B, B","School of Nursing, University of Wisconsin-Madison, Madison, WI., School of Nursing, University of Wisconsin-Madison, Madison, WI., School of Nursing, University of Wisconsin-Madison, Madison, WI., Center for Health Systems Research and Analysis, University of Wisconsin-Madison, Madison, WI., ",2016-02-01,Health Serv Res,Health services research,"UL1 TR000427, UL1TR000427",1
25050778,4180211,616166,,Zoning in on parents' needs: understanding parents' perspectives in order to provide person-centered care.,"Jana E Jones, Alanna Kessler-Jones, Mary K Thompson, Kate Young, Amelia J Anderson, David M Strand","Jones, Kessler-Jones, Thompson, Young, Anderson, Strand","JE, A, MK, K, AJ, DM","University of Wisconsin School of Medicine &amp; Public Health, Department of Neurology, 1685 Highland Ave., Madison, WI 53705, USA. Electronic address: jejones@neurology.wisc.edu., University of Wisconsin School of Medicine &amp; Public Health, Department of Neurology, 1685 Highland Ave., Madison, WI 53705, USA., University of Wisconsin Department of Continuing Studies, 21 N. Park Street, Madison, WI 53715, USA., University of Wisconsin School of Medicine &amp; Public Health, Department of Neurology, 1685 Highland Ave., Madison, WI 53705, USA., University of Kentucky, College of Medicine, Department of Neurology &amp; Neurosurgery, 740 S. Limestone Street, Kentucky Clinic L-454, Lexington, KY 40536-0284, USA., University of Wisconsin, Department of Rehabilitation Psychology and Special Education, 431 Education Building, 1000 Bascom Mall, Madison, WI 53706-1326, USA.",2014-08-01,Epilepsy Behav,Epilepsy &amp; behavior : E&amp;B,"UL1 TR000427, UL1TR000427",1
25414596,4234074,627301,,The Relationship of Patient Population and Nurses Certification Status on Nurses' Practices in Preparing Families for the End of Life.,Karen A Kehl,Kehl,KA,"University of Wisconsin-Madison, School of Nursing, 600 Highland Avenue, CSC K6/354, Madison, WI 53792-2455, 608-265-2190.",2014-12-01,J Hosp Palliat Nurs,Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association,UL1 TR000427,1
21269292,3071464,276139,,The nature and extent of cerebellar atrophy in chronic temporal lobe epilepsy.,"Temitayo O Oyegbile, Katherine Bayless, Kevin Dabbs, Jana Jones, Paul Rutecki, Ronald Pierson, Michael Seidenberg, Bruce Hermann","Oyegbile, Bayless, Dabbs, Jones, Rutecki, Pierson, Seidenberg, Hermann","TO, K, K, J, P, R, M, B","Department of Neurology, New York Presbyterian Hospital, New York, New York, USA., , , , , , , ",2011-04-01,Epilepsia,Epilepsia,UL1 RR025011,1
21507365,3109120,291407,,Opposing effects of ? blockers and angiotensin-converting enzyme inhibitors on development of new-onset diabetes mellitus in patients with stable coronary artery disease.,"Orly Vardeny, Hajime Uno, Eugene Braunwald, Jean Lucien Rouleau, Bernard Gersh, Aldo P Maggioni, Michael Domanski, Marc A Pfeffer, Scott D Solomon, Unknown Unknown","Vardeny, Uno, Braunwald, Rouleau, Gersh, Maggioni, Domanski, Pfeffer, Solomon, Unknown","O, H, E, JL, B, AP, M, MA, SD, Unknown","University of Wisconsin School of Pharmacy, Madison, Wisconsin, USA. ovardeny@pharmacy.wisc.edu, , , , , , , , , ",2011-06-15,Am. J. Cardiol.,The American journal of cardiology,"KL2 RR025012, KL2 RR025012-01, 1KL2RR025012",1
24269021,4018215,527457,,Amyloid burden and neural function in people at risk for Alzheimer's Disease.,"Sterling C Johnson, Bradley T Christian, Ozioma C Okonkwo, Jennifer M Oh, Sandra Harding, Guofan Xu, Ansel T Hillmer, Dustin W Wooten, Dhanabalan Murali, Todd E Barnhart, Lance T Hall, Annie M Racine, William E Klunk, Chester A Mathis, Barbara B Bendlin, Catherine L Gallagher, Cynthia M Carlsson, Howard A Rowley, Bruce P Hermann, N Maritza Dowling, Sanjay Asthana, Mark A Sager","Johnson, Christian, Okonkwo, Oh, Harding, Xu, Hillmer, Wooten, Murali, Barnhart, Hall, Racine, Klunk, Mathis, Bendlin, Gallagher, Carlsson, Rowley, Hermann, Dowling, Asthana, Sager","SC, BT, OC, JM, S, G, AT, DW, D, TE, LT, AM, WE, CA, BB, CL, CM, HA, BP, NM, S, MA","Geriatric Research Education and Clinical Center, Wm. S. Middleton Memorial VA Hospital, Madison, WI, USA; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA; Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA. Electronic address: scj@medicine.wisc.edu., , , , , , , , , , , , , , , , , , , , , ",2014-03-01,Neurobiol. Aging,Neurobiology of aging,"UL1 TR000427, UL1 RR025011, UL1RR025011",1
